num_users_evaluated,num_prediction_pairs,precision@20,recall@20,f1@20,hit_rate@20,map@20,ndcg@20,rmse,mae
415,94,0.010602409638554218,0.0431745429938201,0.016624090005919304,0.1710843373493976,0.014328767905193579,0.03328136472686751,4.279829744362519,4.229799956468485
