num_users_evaluated,num_prediction_pairs,precision@20,recall@20,f1@20,hit_rate@20,map@20,ndcg@20,rmse,mae
415,46,0.006182131121890158,0.019878648794311445,0.00902168961720725,0.08674698795180723,0.004699224457690432,0.013051442873160596,0.6325348865041351,0.33206977626926326
